00,43705,23982,19723
01,25288,14093,11195
02,11599,6377,5222
03,5520,3032,2488
04,5317,2971,2346
05,1682,1032,650
06,524,297,227
07,2202,1400,802
08,5291,3130,2161
09,8449,4634,3815
10,12200,6674,5526
11,22509,12388,10121
12,25165,13590,11575
13,29893,15843,14050
14,30517,16358,14159
15,30670,16116,14554
16,29182,15570,13612
17,25970,13801,12169
18,28223,15043,13180
19,25863,13420,12443
20,28658,15313,13345
21,31582,16910,14672
22,36722,19912,16810
23,42494,23212,19282
